"text","title"
"broiled.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“We can remain no longer in this boiling water,” said I to the Captain.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“It would not be prudent,” replied the impassive Captain Nemo.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"An order was given; the _Nautilus_ tacked about and left the furnace it","Twenty Thousand Leagues under the Sea"
"could not brave with impunity. A quarter of an hour after we were","Twenty Thousand Leagues under the Sea"
"breathing fresh air on the surface. The thought then struck me that, if","Twenty Thousand Leagues under the Sea"
"Ned Land had chosen this part of the sea for our flight, we should","Twenty Thousand Leagues under the Sea"
"never have come alive out of this sea of fire.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The next day, the 16th of February, we left the basin which, between","Twenty Thousand Leagues under the Sea"
"Rhodes and Alexandria, is reckoned about 1,500 fathoms in depth, and","Twenty Thousand Leagues under the Sea"
"the _Nautilus_, passing some distance from Cerigo, quitted the Grecian","Twenty Thousand Leagues under the Sea"
"Archipelago after having doubled Cape Matapan.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"CHAPTER VII","Twenty Thousand Leagues under the Sea"
"THE MEDITERRANEAN IN FORTY-EIGHT HOURS","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The Mediterranean, the blue sea par excellence, “the great sea” of the","Twenty Thousand Leagues under the Sea"
"Hebrews, “the sea” of the Greeks, the “mare nostrum” of the Romans,","Twenty Thousand Leagues under the Sea"
"bordered by orange-trees, aloes, cacti, and sea-pines; embalmed with","Twenty Thousand Leagues under the Sea"
"the perfume of the myrtle, surrounded by rude mountains, saturated with","Twenty Thousand Leagues under the Sea"
"pure and transparent air, but incessantly worked by underground fires;","Twenty Thousand Leagues under the Sea"
"a perfect battlefield in which Neptune and Pluto still dispute the","Twenty Thousand Leagues under the Sea"
"empire of the world!","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"It is upon these banks, and on these waters, says Michelet, that man is","Twenty Thousand Leagues under the Sea"
"renewed in one of the most powerful climates of the globe. But,","Twenty Thousand Leagues under the Sea"
"beautiful as it was, I could only take a rapid glance at the basin","Twenty Thousand Leagues under the Sea"
"whose superficial area is two million of square yards. Even Captain","Twenty Thousand Leagues under the Sea"
"Nemo’s knowledge was lost to me, for this puzzling person did not","Twenty Thousand Leagues under the Sea"
"appear once during our passage at full speed. I estimated the course","Twenty Thousand Leagues under the Sea"
"which the _Nautilus_ took under the waves of the sea at about six","Twenty Thousand Leagues under the Sea"
"hundred leagues, and it was accomplished in forty-eight hours. Starting","Twenty Thousand Leagues under the Sea"
"on the morning of the 16th of February from the shores of Greece, we","Twenty Thousand Leagues under the Sea"
"had crossed the Straits of Gibraltar by sunrise on the 18th.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"It was plain to me that this Mediterranean, enclosed in the midst of","Twenty Thousand Leagues under the Sea"
"those countries which he wished to avoid, was distasteful to Captain","Twenty Thousand Leagues under the Sea"
"Nemo. Those waves and those breezes brought back too many remembrances,","Twenty Thousand Leagues under the Sea"
"if not too many regrets. Here he had no longer that independence and","Twenty Thousand Leagues under the Sea"
"that liberty of gait which he had when in the open seas, and his","Twenty Thousand Leagues under the Sea"
"_Nautilus_ felt itself cramped between the close shores of Africa and","Twenty Thousand Leagues under the Sea"
"Europe.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Our speed was now twenty-five miles an hour. It may be well understood","Twenty Thousand Leagues under the Sea"
"that Ned Land, to his great disgust, was obliged to renounce his","Twenty Thousand Leagues under the Sea"
"intended flight. He could not launch the pinnace, going at the rate of","Twenty Thousand Leagues under the Sea"
"twelve or thirteen yards every second. To quit the _Nautilus_ under","Twenty Thousand Leagues under the Sea"
"such conditions would be as bad as jumping from a train going at full","Twenty Thousand Leagues under the Sea"
"speed—an imprudent thing, to say the least of it. Besides, our vessel","Twenty Thousand Leagues under the Sea"
"only mounted to the surface of the waves at night to renew its stock of","Twenty Thousand Leagues under the Sea"
"air; it was steered entirely by the compass and the log.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I saw no more of the interior of this Mediterranean than a traveller by","Twenty Thousand Leagues under the Sea"
"express train perceives of the landscape which flies before his eyes;","Twenty Thousand Leagues under the Sea"
"that is to say, the distant horizon, and not the nearer objects which","Twenty Thousand Leagues under the Sea"
"pass like a flash of lightning.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"We were then passing between Sicily and the coast of Tunis. In the","Twenty Thousand Leagues under the Sea"
"narrow space between Cape Bon and the Straits of Messina the bottom of","Twenty Thousand Leagues under the Sea"
"the sea rose almost suddenly. There was a perfect bank, on which there","Twenty Thousand Leagues under the Sea"
"was not more than nine fathoms of water, whilst on either side the","Twenty Thousand Leagues under the Sea"
"depth was ninety fathoms.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The _Nautilus_ had to manœuvre very carefully so as not to strike","Twenty Thousand Leagues under the Sea"
"against this submarine barrier.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I showed Conseil, on the map of the Mediterranean, the spot occupied by","Twenty Thousand Leagues under the Sea"
"this reef.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“But if you please, sir,” observed Conseil, “it is like a real isthmus","Twenty Thousand Leagues under the Sea"
"joining Europe to Africa.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Yes, my boy, it forms a perfect bar to the Straits of Lybia, and the","Twenty Thousand Leagues under the Sea"
"soundings of Smith have proved that in former times the continents","Twenty Thousand Leagues under the Sea"
"between Cape Boco and Cape Furina were joined.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I can well believe it,” said Conseil.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I will add,” I continued, “that a similar barrier exists between","Twenty Thousand Leagues under the Sea"
"Gibraltar and Ceuta, which in geological times formed the entire","Twenty Thousand Leagues under the Sea"
"Mediterranean.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“What if some volcanic burst should one day raise these two barriers","Twenty Thousand Leagues under the Sea"
"above the waves?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“It is not probable, Conseil.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Well, but allow me to finish, please, sir; if this phenomenon should","Twenty Thousand Leagues under the Sea"
"take place, it will be troublesome for M. Lesseps, who has taken so","Twenty Thousand Leagues under the Sea"
"much pains to pierce the isthmus.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I agree with you; but I repeat, Conseil, this phenomenon will never","Twenty Thousand Leagues under the Sea"
"happen. The violence of subterranean force is ever diminishing.","Twenty Thousand Leagues under the Sea"
"Volcanoes, so plentiful in the first days of the world, are being","Twenty Thousand Leagues under the Sea"
"extinguished by degrees; the internal heat is weakened, the temperature","Twenty Thousand Leagues under the Sea"
"of the lower strata of the globe is lowered by a perceptible quantity","Twenty Thousand Leagues under the Sea"
"every century to the detriment of our globe, for its heat is its life.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“But the sun?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“The sun is not sufficient, Conseil. Can it give heat to a dead body?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Not that I know of.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Well, my friend, this earth will one day be that cold corpse; it will","Twenty Thousand Leagues under the Sea"
"become uninhabitable and uninhabited like the moon, which has long","Twenty Thousand Leagues under the Sea"
"since lost all its vital heat.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“In how many centuries?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“In some hundreds of thousands of years, my boy.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Then,” said Conseil, “we shall have time to finish our journey—that","Twenty Thousand Leagues under the Sea"
"is, if Ned Land does not interfere with it.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"And Conseil, reassured, returned to the study of the bank, which the","Twenty Thousand Leagues under the Sea"
"_Nautilus_ was skirting at a moderate speed.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"During the night of the 16th and 17th February we had entered the","Twenty Thousand Leagues under the Sea"
"second Mediterranean basin, the greatest depth of which was 1,450","Twenty Thousand Leagues under the Sea"
"fathoms. The _Nautilus_, by the action of its crew, slid down the","Twenty Thousand Leagues under the Sea"
"inclined planes and buried itself in the lowest depths of the sea.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"On the 18th of February, about three o’clock in the morning, we were at","Twenty Thousand Leagues under the Sea"
"the entrance of the Straits of Gibraltar. There once existed two","Twenty Thousand Leagues under the Sea"
"currents: an upper one, long since recognised, which conveys the waters","Twenty Thousand Leagues under the Sea"
"of the ocean into the basin of the Mediterranean; and a lower","Twenty Thousand Leagues under the Sea"
"counter-current, which reasoning has now shown to exist. Indeed, the","Twenty Thousand Leagues under the Sea"
"volume of water in the Mediterranean, incessantly added to by the waves","Twenty Thousand Leagues under the Sea"
"of the Atlantic and by rivers falling into it, would each year raise","Twenty Thousand Leagues under the Sea"
"the level of this sea, for its evaporation is not sufficient to restore","Twenty Thousand Leagues under the Sea"
"the equilibrium. As it is not so, we must necessarily admit the","Twenty Thousand Leagues under the Sea"
"existence of an under-current, which empties into the basin of the","Twenty Thousand Leagues under the Sea"
"Atlantic through the Straits of Gibraltar the surplus waters of the","Twenty Thousand Leagues under the Sea"
"Mediterranean. A fact indeed; and it was this counter-current by which","Twenty Thousand Leagues under the Sea"
"the _Nautilus_ profited. It advanced rapidly by the narrow pass. For","Twenty Thousand Leagues under the Sea"
"one instant I caught a glimpse of the beautiful ruins of the temple of","Twenty Thousand Leagues under the Sea"
"Hercules, buried in the ground, according to Pliny, and with the low","Twenty Thousand Leagues under the Sea"
"island which supports it; and a few minutes later we were floating on","Twenty Thousand Leagues under the Sea"
"the Atlantic.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"CHAPTER VIII","Twenty Thousand Leagues under the Sea"
"VIGO BAY","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The Atlantic! a vast sheet of water whose superficial area covers","Twenty Thousand Leagues under the Sea"
"twenty-five millions of square miles, the length of which is nine","Twenty Thousand Leagues under the Sea"
"thousand miles, with a mean breadth of two thousand seven hundred—an","Twenty Thousand Leagues under the Sea"
"ocean whose parallel winding shores embrace an immense circumference,","Twenty Thousand Leagues under the Sea"
"watered by the largest rivers of the world, the St. Lawrence, the","Twenty Thousand Leagues under the Sea"
"Mississippi, the Amazon, the Plata, the Orinoco, the Niger, the","Twenty Thousand Leagues under the Sea"
"Senegal, the Elbe, the Loire, and the Rhine, which carry water from the","Twenty Thousand Leagues under the Sea"
"most civilised, as well as from the most savage, countries! Magnificent","Twenty Thousand Leagues under the Sea"
"field of water, incessantly ploughed by vessels of every nation,","Twenty Thousand Leagues under the Sea"
"sheltered by the flags of every nation, and which terminates in those","Twenty Thousand Leagues under the Sea"
"two terrible points so dreaded by mariners, Cape Horn and the Cape of","Twenty Thousand Leagues under the Sea"
"Tempests.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The _Nautilus_ was piercing the water with its sharp spur, after having","Twenty Thousand Leagues under the Sea"
"accomplished nearly ten thousand leagues in three months and a half, a","Twenty Thousand Leagues under the Sea"
"distance greater than the great circle of the earth. Where were we","Twenty Thousand Leagues under the Sea"
"going now, and what was reserved for the future? The _Nautilus_,","Twenty Thousand Leagues under the Sea"
"leaving the Straits of Gibraltar, had gone far out. It returned to the","Twenty Thousand Leagues under the Sea"
"surface of the waves, and our daily walks on the platform were restored","Twenty Thousand Leagues under the Sea"
"to us.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I mounted at once, accompanied by Ned Land and Conseil. At a distance","Twenty Thousand Leagues under the Sea"
"of about twelve miles, Cape St. Vincent was dimly to be seen, forming","Twenty Thousand Leagues under the Sea"
"the south-western point of the Spanish peninsula. A strong southerly","Twenty Thousand Leagues under the Sea"
"gale was blowing. The sea was swollen and billowy; it made the","Twenty Thousand Leagues under the Sea"
"_Nautilus_ rock violently. It was almost impossible to keep one’s foot","Twenty Thousand Leagues under the Sea"
"on the platform, which the heavy rolls of the sea beat over every","Twenty Thousand Leagues under the Sea"
"instant. So we descended after inhaling some mouthfuls of fresh air.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I returned to my room, Conseil to his cabin; but the Canadian, with a","Twenty Thousand Leagues under the Sea"
"preoccupied air, followed me. Our rapid passage across the","Twenty Thousand Leagues under the Sea"
"Mediterranean had not allowed him to put his project into execution,","Twenty Thousand Leagues under the Sea"
"and he could not help showing his disappointment. When the door of my","Twenty Thousand Leagues under the Sea"
"room was shut, he sat down and looked at me silently.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Friend Ned,” said I, “I understand you; but you cannot reproach","Twenty Thousand Leagues under the Sea"
"yourself. To have attempted to leave the _Nautilus_ under the","Twenty Thousand Leagues under the Sea"
"circumstances would have been folly.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Ned Land did not answer; his compressed lips and frowning brow showed","Twenty Thousand Leagues under the Sea"
"with him the violent possession this fixed idea had taken of his mind.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Let us see,” I continued; “we need not despair yet. We are going up","Twenty Thousand Leagues under the Sea"
"the coast of Portugal again; France and England are not far off, where","Twenty Thousand Leagues under the Sea"
"we can easily find refuge. Now if the _Nautilus_, on leaving the","Twenty Thousand Leagues under the Sea"
"Straits of Gibraltar, had gone to the south, if it had carried us","Twenty Thousand Leagues under the Sea"
"towards regions where there were no continents, I should share your","Twenty Thousand Leagues under the Sea"
"uneasiness. But we know now that Captain Nemo does not fly from","Twenty Thousand Leagues under the Sea"
"civilised seas, and in some days I think you can act with security.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Ned Land still looked at me fixedly; at length his fixed lips parted,","Twenty Thousand Leagues under the Sea"
"and he said, “It is for to-night.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I drew myself up suddenly. I was, I admit, little prepared for this","Twenty Thousand Leagues under the Sea"
"communication. I wanted to answer the Canadian, but words would not","Twenty Thousand Leagues under the Sea"
"come.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“We agreed to wait for an opportunity,” continued Ned Land, “and the","Twenty Thousand Leagues under the Sea"
"opportunity has arrived. This night we shall be but a few miles from","Twenty Thousand Leagues under the Sea"
"the Spanish coast. It is cloudy. The wind blows freely. I have your","Twenty Thousand Leagues under the Sea"
"word, M. Aronnax, and I rely upon you.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"As I was silent, the Canadian approached me.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“To-night, at nine o’clock,” said he. “I have warned Conseil. At that","Twenty Thousand Leagues under the Sea"
"moment Captain Nemo will be shut up in his room, probably in bed.","Twenty Thousand Leagues under the Sea"
"Neither the engineers nor the ship’s crew can see us. Conseil and I","Twenty Thousand Leagues under the Sea"
"will gain the central staircase, and you, M. Aronnax, will remain in","Twenty Thousand Leagues under the Sea"
"the library, two steps from us, waiting my signal. The oars, the mast,","Twenty Thousand Leagues under the Sea"
"and the sail are in the canoe. I have even succeeded in getting some","Twenty Thousand Leagues under the Sea"
"provisions. I have procured an English wrench, to unfasten the bolts","Twenty Thousand Leagues under the Sea"
"which attach it to the shell of the _Nautilus_. So all is ready, till","Twenty Thousand Leagues under the Sea"
"to-night.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“The sea is bad.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“That I allow,” replied the Canadian; “but we must risk that. Liberty","Twenty Thousand Leagues under the Sea"
"is worth paying for; besides, the boat is strong, and a few miles with","Twenty Thousand Leagues under the Sea"
"a fair wind to carry us is no great thing. Who knows but by to-morrow","Twenty Thousand Leagues under the Sea"
"we may be a hundred leagues away? Let circumstances only favour us, and","Twenty Thousand Leagues under the Sea"
"by ten or eleven o’clock we shall have landed on some spot of terra","Twenty Thousand Leagues under the Sea"
"firma, alive or dead. But adieu now till to-night.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"With these words the Canadian withdrew, leaving me almost dumb. I had","Twenty Thousand Leagues under the Sea"
"imagined that, the chance gone, I should have time to reflect and","Twenty Thousand Leagues under the Sea"
"discuss the matter. My obstinate companion had given me no time; and,","Twenty Thousand Leagues under the Sea"
"after all, what could I have said to him? Ned Land was perfectly right.","Twenty Thousand Leagues under the Sea"
"There was almost the opportunity to profit by. Could I retract my word,","Twenty Thousand Leagues under the Sea"
"and take upon myself the responsibility of compromising the future of","Twenty Thousand Leagues under the Sea"
"my companions? To-morrow Captain Nemo might take us far from all land.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"At that moment a rather loud hissing noise told me that the reservoirs","Twenty Thousand Leagues under the Sea"
"were filling, and that the _Nautilus_ was sinking under the waves of","Twenty Thousand Leagues under the Sea"
"the Atlantic.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"A sad day I passed, between the desire of regaining my liberty of","Twenty Thousand Leagues under the Sea"
"action and of abandoning the wonderful _Nautilus_, and leaving my","Twenty Thousand Leagues under the Sea"
"submarine studies incomplete.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"What dreadful hours I passed thus! Sometimes seeing myself and","Twenty Thousand Leagues under the Sea"
"companions safely landed, sometimes wishing, in spite of my reason,","Twenty Thousand Leagues under the Sea"
"that some unforeseen circumstance, would prevent the realisation of Ned","Twenty Thousand Leagues under the Sea"
"Land’s project.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Twice I went to the saloon. I wished to consult the compass. I wished","Twenty Thousand Leagues under the Sea"
"to see if the direction the _Nautilus_ was taking was bringing us","Twenty Thousand Leagues under the Sea"
"nearer or taking us farther from the coast. But no; the _Nautilus_ kept","Twenty Thousand Leagues under the Sea"
"in Portuguese waters.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I must therefore take my part and prepare for flight. My luggage was","Twenty Thousand Leagues under the Sea"
"not heavy; my notes, nothing more.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"As to Captain Nemo, I asked myself what he would think of our escape;","Twenty Thousand Leagues under the Sea"
"what trouble, what wrong it might cause him and what he might do in","Twenty Thousand Leagues under the Sea"
"case of its discovery or failure. Certainly I had no cause to complain","Twenty Thousand Leagues under the Sea"
"of him; on the contrary, never was hospitality freer than his. In","Twenty Thousand Leagues under the Sea"
"leaving him I could not be taxed with ingratitude. No oath bound us to","Twenty Thousand Leagues under the Sea"
"him. It was on the strength of circumstances he relied, and not upon","Twenty Thousand Leagues under the Sea"
"our word, to fix us for ever.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I had not seen the Captain since our visit to the Island of Santorin.","Twenty Thousand Leagues under the Sea"
"Would chance bring me to his presence before our departure? I wished","Twenty Thousand Leagues under the Sea"
"it, and I feared it at the same time. I listened if I could hear him","Twenty Thousand Leagues under the Sea"
"walking the room contiguous to mine. No sound reached my ear. I felt an","Twenty Thousand Leagues under the Sea"
"unbearable uneasiness. This day of waiting seemed eternal. Hours struck","Twenty Thousand Leagues under the Sea"
"too slowly to keep pace with my impatience.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"My dinner was served in my room as usual. I ate but little; I was too","Twenty Thousand Leagues under the Sea"
"preoccupied. I left the table at seven o’clock. A hundred and twenty","Twenty Thousand Leagues under the Sea"
"minutes (I counted them) still separated me from the moment in which I","Twenty Thousand Leagues under the Sea"
"was to join Ned Land. My agitation redoubled. My pulse beat violently.","Twenty Thousand Leagues under the Sea"
"I could not remain quiet. I went and came, hoping to calm my troubled","Twenty Thousand Leagues under the Sea"
"spirit by constant movement. The idea of failure in our bold enterprise","Twenty Thousand Leagues under the Sea"
"was the least painful of my anxieties; but the thought of seeing our","Twenty Thousand Leagues under the Sea"
"project discovered before leaving the _Nautilus_, of being brought","Twenty Thousand Leagues under the Sea"
"before Captain Nemo, irritated, or (what was worse) saddened, at my","Twenty Thousand Leagues under the Sea"
"desertion, made my heart beat.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I wanted to see the saloon for the last time. I descended the stairs","Twenty Thousand Leagues under the Sea"
"and arrived in the museum, where I had passed so many useful and","Twenty Thousand Leagues under the Sea"
"agreeable hours. I looked at all its riches, all its treasures, like a","Twenty Thousand Leagues under the Sea"
"man on the eve of an eternal exile, who was leaving never to return.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"These wonders of Nature, these masterpieces of art, amongst which for","Twenty Thousand Leagues under the Sea"
"so many days my life had been concentrated, I was going to abandon them","Twenty Thousand Leagues under the Sea"
"for ever! I should like to have taken a last look through the windows","Twenty Thousand Leagues under the Sea"
"of the saloon into the waters of the Atlantic: but the panels were","Twenty Thousand Leagues under the Sea"
"hermetically closed, and a cloak of steel separated me from that ocean","Twenty Thousand Leagues under the Sea"
"which I had not yet explored.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"In passing through the saloon, I came near the door let into the angle","Twenty Thousand Leagues under the Sea"
"which opened into the Captain’s room. To my great surprise, this door","Twenty Thousand Leagues under the Sea"
"was ajar. I drew back involuntarily. If Captain Nemo should be in his","Twenty Thousand Leagues under the Sea"
"room, he could see me. But, hearing no sound, I drew nearer. The room","Twenty Thousand Leagues under the Sea"
"was deserted. I pushed open the door and took some steps forward. Still","Twenty Thousand Leagues under the Sea"
"the same monklike severity of aspect.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Suddenly the clock struck eight. The first beat of the hammer on the","Twenty Thousand Leagues under the Sea"
"bell awoke me from my dreams. I trembled as if an invisible eye had","Twenty Thousand Leagues under the Sea"
"plunged into my most secret thoughts, and I hurried from the room.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"There my eye fell upon the compass. Our course was still north. The log","Twenty Thousand Leagues under the Sea"
"indicated moderate speed, the manometer a depth of about sixty feet.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I returned to my room, clothed myself warmly—sea boots, an otterskin","Twenty Thousand Leagues under the Sea"
"cap, a great coat of byssus, lined with sealskin; I was ready, I was","Twenty Thousand Leagues under the Sea"
"waiting. The vibration of the screw alone broke the deep silence which","Twenty Thousand Leagues under the Sea"
"reigned on board. I listened attentively. Would no loud voice suddenly","Twenty Thousand Leagues under the Sea"
"inform me that Ned Land had been surprised in his projected flight. A","Twenty Thousand Leagues under the Sea"
"mortal dread hung over me, and I vainly tried to regain my accustomed","Twenty Thousand Leagues under the Sea"
"coolness.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"At a few minutes to nine, I put my ear to the Captain’s door. No noise.","Twenty Thousand Leagues under the Sea"
"I left my room and returned to the saloon, which was half in obscurity,","Twenty Thousand Leagues under the Sea"
"but deserted.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I opened the door communicating with the library. The same insufficient","Twenty Thousand Leagues under the Sea"
"light, the same solitude. I placed myself near the door leading to the","Twenty Thousand Leagues under the Sea"
"central staircase, and there waited for Ned Land’s signal.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"At that moment the trembling of the screw sensibly diminished, then it","Twenty Thousand Leagues under the Sea"
"stopped entirely. The silence was now only disturbed by the beatings of","Twenty Thousand Leagues under the Sea"
"my own heart. Suddenly a slight shock was felt; and I knew that the","Twenty Thousand Leagues under the Sea"
"_Nautilus_ had stopped at the bottom of the ocean. My uneasiness","Twenty Thousand Leagues under the Sea"
"increased. The Canadian’s signal did not come. I felt inclined to join","Twenty Thousand Leagues under the Sea"
"Ned Land and beg of him to put off his attempt. I felt that we were not","Twenty Thousand Leagues under the Sea"
"sailing under our usual conditions.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"At this moment the door of the large saloon opened, and Captain Nemo","Twenty Thousand Leagues under the Sea"
"appeared. He saw me, and without further preamble began in an amiable","Twenty Thousand Leagues under the Sea"
"tone of voice:","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Ah, sir! I have been looking for you. Do you know the history of","Twenty Thousand Leagues under the Sea"
"Spain?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Now, one might know the history of one’s own country by heart; but in","Twenty Thousand Leagues under the Sea"
"the condition I was at the time, with troubled mind and head quite","Twenty Thousand Leagues under the Sea"
"lost, I could not have said a word of it.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Well,” continued Captain Nemo, “you heard my question! Do you know the","Twenty Thousand Leagues under the Sea"
"history of Spain?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Very slightly,” I answered.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Well, here are learned men having to learn,” said the Captain. “Come,","Twenty Thousand Leagues under the Sea"
"sit down, and I will tell you a curious episode in this history. Sir,","Twenty Thousand Leagues under the Sea"
"listen well,” said he; “this history will interest you on one side, for","Twenty Thousand Leagues under the Sea"
"it will answer a question which doubtless you have not been able to","Twenty Thousand Leagues under the Sea"
"solve.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I listen, Captain,” said I, not knowing what my interlocutor was","Twenty Thousand Leagues under the Sea"
"driving at, and asking myself if this incident was bearing on our","Twenty Thousand Leagues under the Sea"
"projected flight.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Sir, if you have no objection, we will go back to 1702. You cannot be","Twenty Thousand Leagues under the Sea"
"ignorant that your king, Louis XIV, thinking that the gesture of a","Twenty Thousand Leagues under the Sea"
"potentate was sufficient to bring the Pyrenees under his yoke, had","Twenty Thousand Leagues under the Sea"
"imposed the Duke of Anjou, his grandson, on the Spaniards. This prince","Twenty Thousand Leagues under the Sea"
"reigned more or less badly under the name of Philip V, and had a strong","Twenty Thousand Leagues under the Sea"
"party against him abroad. Indeed, the preceding year, the royal houses","Twenty Thousand Leagues under the Sea"
